Location,School Name,Type,Latitude,Longitude,Better Education Score
Western Australia,WOODVALE PRIMARY SCHOOL,Primary,-31.79431516,115.7936948,91
Western Australia,CHURCHLANDS PRIMARY SCHOOL,Primary,-31.92636369,115.794652,98
Western Australia,SANTA MARIA COLLEGE,Secondary,-32.018614,115.795823,97
Western Australia,MOTHER TERESA CATHOLIC COLLEGE,Primary,-32.36141513,115.7970969,84
Western Australia,SOUTH COOGEE PRIMARY SCHOOL,Primary,-32.12961319,115.7973328,74
Western Australia,HAWKER PARK PRIMARY SCHOOL,Primary,-31.84054196,115.7974927,93
Western Australia,DALKEITH PRIMARY SCHOOL,Primary,-31.99644115,115.797872,99
Western Australia,LAKE GWELUP PRIMARY SCHOOL,Primary,-31.87143628,115.797937,94
Western Australia,WOODVALE SECONDARY COLLEGE,Secondary,-31.79154969,115.7994712,92
Western Australia,Western AustraliaNNEROO PRIMARY SCHOOL,Primary,-31.75136276,115.7998794,77
Western Australia,TRANBY COLLEGE,Primary,-32.3405703,115.8002428,92
Western Australia,TRANBY COLLEGE,Secondary,-32.3405703,115.8002428,90
Western Australia,SETTLERS PRIMARY SCHOOL,Primary,-32.34342663,115.8006798,89
Western Australia,ROCKINGHAM JOHN CALVIN SCHOOL,Primary,-32.30603447,115.8010505,94
Western Australia,MEL MARIA CATHOLIC PRIMARY SCHOOL,Primary,-32.02710468,115.8012258,96
Western Australia,GOOLLELAL PRIMARY SCHOOL,Primary,-31.81486804,115.8013853,91
Western Australia,HALIDON PRIMARY SCHOOL,Primary,-31.80783809,115.801427,85
Western Australia,ATTADALE PRIMARY SCHOOL,Primary,-32.02544682,115.8018145,98
Western Australia,SAMSON PRIMARY SCHOOL,Primary,-32.07233538,115.8020699,85
Western Australia,SHENTON COLLEGE,Secondary,-31.95969986,115.803008,99
Western Australia,MEDINA PRIMARY SCHOOL,Primary,-32.23582307,115.803711,71
Western Australia,ST ANTHONY'S SCHOOL,Primary,-31.74897887,115.8037982,88
Western Australia,CARALEE COMMUNITY SCHOOL,Primary,-32.05149344,115.8043461,76
Western Australia,LEDA PRIMARY SCHOOL,Primary,-32.26049532,115.8048608,70
Western Australia,ST JOHN PAUL II CATHOLIC PRIMARY SCHOOL,Primary,-31.69517618,115.8054016,81
Western Australia,ST LUKE'S CATHOLIC PRIMARY SCHOOL,Primary,-31.80201996,115.8054599,95
Western Australia,MELVILLE SENIOR HIGH SCHOOL,Secondary,-32.04631125,115.8054613,95
Western Australia,LORETO NEDLANDS,Primary,-31.98464523,115.8060593,98
Western Australia,AUSTIN COVE BAPTIST COLLEGE,Primary,-32.59324476,115.8065154,81
Western Australia,AUSTIN COVE BAPTIST COLLEGE,Secondary,-32.59324476,115.8065154,81
Western Australia,MELVILLE PRIMARY SCHOOL,Primary,-32.03770545,115.8065741,97
Western Australia,HOLLYWOOD PRIMARY SCHOOL,Primary,-31.96944536,115.8072695,99
Western Australia,GLENDALE PRIMARY SCHOOL,Primary,-31.84933302,115.8076235,80
Western Australia,THE MONTESSORI SCHOOL,Primary,-31.81228862,115.8077784,94
Western Australia,WEST BALCATTA PRIMARY SCHOOL,Primary,-31.87268066,115.8087826,96
Western Australia,COOLBELLUP COMMUNITY SCHOOL,Primary,-32.08185386,115.8088051,75
Western Australia,BANKSIA GROVE PRIMARY SCHOOL,Primary,-31.70254405,115.8089621,76
Western Australia,GREENWOOD PRIMARY SCHOOL,Primary,-31.82890115,115.8090201,80
Western Australia,JOLIMONT PRIMARY SCHOOL,Primary,-31.94879873,115.8093909,99
Western Australia,WEMBLEY PRIMARY SCHOOL,Primary,-31.9350158,115.8097294,99
Western Australia,BALDIVIS GARDENS PRIMARY SCHOOL,Primary,-32.300823,115.810062,81
Western Australia,CALISTA PRIMARY SCHOOL,Primary,-32.24514843,115.8106046,83
Western Australia,NEDLANDS PRIMARY SCHOOL,Primary,-31.98480552,115.8128349,100
Western Australia,TUART RISE PRIMARY SCHOOL,Primary,-32.35318209,115.8141819,74
Western Australia,PETER CARNLEY ANGLICAN COMMUNITY SCHOOL,Primary,-32.25710348,115.8149145,90
Western Australia,PETER CARNLEY ANGLICAN COMMUNITY SCHOOL,Secondary,-32.25710348,115.8149145,93
Western Australia,ORELIA PRIMARY SCHOOL,Primary,-32.23696167,115.8152522,71
Western Australia,RIVER VALLEY PRIMARY SCHOOL,Primary,-33.30851243,115.8152863,72
Western Australia,Western AustraliaRWICK SENIOR HIGH SCHOOL,Secondary,-31.83867535,115.8154291,84
Western Australia,ROSALIE PRIMARY SCHOOL,Primary,-31.96165277,115.8157114,97
Western Australia,EAST Western AustraliaNNEROO PRIMARY SCHOOL,Primary,-31.7568505,115.8168149,87
Western Australia,HOCKING PRIMARY SCHOOL,Primary,-31.76973684,115.8168776,90
Western Australia,PEARSALL PRIMARY SCHOOL,Primary,-31.78076976,115.8170137,92
Western Australia,CHRYSALIS MONTESSORI SCHOOL,Primary,-31.91748633,115.8172243,99
Western Australia,BALDIVIS PRIMARY SCHOOL,Primary,-32.30718679,115.8174722,76
Western Australia,MAKYBE RISE PRIMARY SCHOOL,Primary,-32.34435624,115.8175271,84
Western Australia,PERTH Western AustraliaLDORF SCHOOL,Secondary,-32.09219046,115.8176585,94
Western Australia,ST MARY'S SCHOOL,Primary,-33.57519912,115.818426,79
Western Australia,EAST HAMERSLEY PRIMARY SCHOOL,Primary,-31.84763444,115.8186051,95
Western Australia,YANGEBUP PRIMARY SCHOOL,Primary,-32.11921993,115.8196116,80
Western Australia,BEELIAR PRIMARY SCHOOL,Primary,-32.13297396,115.8207228,82
Western Australia,DONNYBROOK DISTRICT HIGH SCHOOL,Secondary,-33.57479874,115.8209925,80
Western Australia,LAKE MONGER PRIMARY SCHOOL,Primary,-31.92381333,115.8213089,94
Western Australia,TAKARI PRIMARY SCHOOL,Primary,-31.8688741,115.8217073,82
Western Australia,SUBIACO PRIMARY SCHOOL,Primary,-31.95080163,115.8220433,99
Western Australia,BOLD PARK COMMUNITY SCHOOL,Primary,-31.92384064,115.8231847,84
Western Australia,BOLD PARK COMMUNITY SCHOOL,Secondary,-31.92384064,115.8231847,80
Western Australia,KARDINYA PRIMARY SCHOOL,Primary,-32.06231235,115.8237277,90
Western Australia,OSBORNE PRIMARY SCHOOL,Primary,-31.89945179,115.8248986,84
Western Australia,DIVINE MERCY COLLEGE,Primary,-32.12468637,115.8251697,95
Western Australia,DIVINE MERCY COLLEGE,Secondary,-32.12468637,115.8251697,94
Western Australia,ST VINCENT'S SCHOOL,Primary,-32.25275368,115.8260441,88
Western Australia,MATER CHRISTI CATHOLIC PRIMARY SCHOOL,Primary,-32.12534242,115.8263263,90
Western Australia,BOORAGOON PRIMARY SCHOOL,Primary,-32.03553443,115.8264595,98
Western Australia,BALCATTA PRIMARY SCHOOL,Primary,-31.88093054,115.8272729,91
Western Australia,MARANGAROO PRIMARY SCHOOL,Primary,-31.82848696,115.8275899,73
Western Australia,ST LAWRENCE PRIMARY SCHOOL,Primary,-31.879112,115.827758,88
Western Australia,HOPE CHRISTIAN COLLEGE,Primary,-33.29288692,115.8278834,80
Western Australia,HOPE CHRISTIAN COLLEGE,Secondary,-33.29288692,115.8278834,86
Western Australia,BALDIVIS SECONDARY COLLEGE,Secondary,-32.334099,115.828418,79
Western Australia,MADELEY PRIMARY SCHOOL,Primary,-31.80675303,115.8289632,87
Western Australia,KENNEDY BAPTIST COLLEGE,Secondary,-32.073356,115.829647,95
Western Australia,RIVERGUMS PRIMARY SCHOOL,Primary,-32.335835,115.829796,77
Western Australia,ST KIERAN CATHOLIC PRIMARY SCHOOL,Primary,-31.90272667,115.8315419,83
Western Australia,WINTHROP PRIMARY SCHOOL,Primary,-32.05464084,115.832817,98
Western Australia,WEST LEEDERVILLE PRIMARY SCHOOL,Primary,-31.93928667,115.8329394,98
Western Australia,SERVITE COLLEGE,Secondary,-31.90270449,115.8336415,89
Western Australia,BRUNew South WalesICK JUNCTION PRIMARY SCHOOL,Primary,-33.2517339,115.8341389,69
Western Australia,NORTH BALGA PRIMARY SCHOOL,Primary,-31.85209949,115.8342576,72
Western Australia,SOUTH LAKE PRIMARY SCHOOL,Primary,-32.10593471,115.8345008,69
Western Australia,ARDROSS PRIMARY SCHOOL,Primary,-32.0274405,115.8346577,99
Western Australia,APPLECROSS SENIOR HIGH SCHOOL,Secondary,-32.029376,115.83509,98
Western Australia,MOUNT HAWTHORN PRIMARY SCHOOL,Primary,-31.91812712,115.8354103,97
Western Australia,NORTH PARMELIA PRIMARY SCHOOL,Primary,-32.23643544,115.8359231,72
Western Australia,PERTH MODERN SCHOOL,Secondary,-31.94506602,115.8363958,100
Western Australia,HUDSON PARK PRIMARY SCHOOL,Primary,-31.83944795,115.8373291,73
Western Australia,KINGSWestern AustraliaY CHRISTIAN COLLEGE,Primary,-31.81156717,115.8374044,93
Western Australia,ST MICHAEL'S SCHOOL,Primary,-33.25458537,115.837794,78
Western Australia,BLUE GUM MONTESSORI SCHOOL INC,Primary,-32.08519543,115.838553,99
Western Australia,OUR LADY OF MERCY PRIMARY SCHOOL,Primary,-31.83735378,115.8389984,87
Western Australia,THE KING'S COLLEGE,Primary,-32.25439916,115.839073,73
Western Australia,THE KING'S COLLEGE,Secondary,-32.25439916,115.839073,81
Western Australia,BIBRA LAKE PRIMARY SCHOOL,Primary,-32.09409186,115.8391505,78
Western Australia,ARANMORE CATHOLIC PRIMARY SCHOOL,Primary,-31.92790363,115.8392341,93
Western Australia,ST BENEDICT'S SCHOOL,Primary,-32.018476,115.839433,94
Western Australia,APPLECROSS PRIMARY SCHOOL,Primary,-32.01084327,115.8395984,98
Western Australia,NOLLAMARA PRIMARY SCHOOL,Primary,-31.88436343,115.839641,73
Western Australia,EMMANUEL CATHOLIC COLLEGE,Secondary,-32.12857818,115.8400696,90
Western Australia,TUART HILL PRIMARY SCHOOL,Primary,-31.9013793,115.8408151,88
Western Australia,GIRRAWHEEN SENIOR HIGH SCHOOL,Secondary,-31.83648977,115.8418703,75
Western Australia,CORPUS CHRISTI COLLEGE,Secondary,-32.05699614,115.8429056,95
Western Australia,YIDARRA CATHOLIC PRIMARY SCHOOL,Primary,-32.05699615,115.8429057,96
Western Australia,ARANMORE CATHOLIC COLLEGE,Secondary,-31.92706854,115.8431695,83
Western Australia,HAMMOND PARK PRIMARY SCHOOL,Primary,-32.16737931,115.8435325,95
Western Australia,BERTRAM PRIMARY SCHOOL,Primary,-32.24665386,115.843541,77
Western Australia,ASHDALE PRIMARY SCHOOL,Primary,-31.80875751,115.8437538,84
Western Australia,ST DENIS SCHOOL,Primary,-31.90973888,115.8443814,96
Western Australia,Western AustraliaRRIAPENDI PRIMARY SCHOOL,Primary,-31.85387667,115.8446009,88
Western Australia,RAWLINSON PRIMARY SCHOOL,Primary,-31.82748385,115.8447459,75
Western Australia,BALGA PRIMARY SCHOOL,Primary,-31.86059553,115.8448001,72
Western Australia,MOUNT PLEASANT PRIMARY SCHOOL,Primary,-32.03020235,115.8453213,96
Western Australia,BATEMAN PRIMARY SCHOOL,Primary,-32.05066001,115.8453415,95
Western Australia,JANDAKOT PRIMARY SCHOOL,Primary,-32.13857194,115.8458419,91
Western Australia,LAKELAND SENIOR HIGH SCHOOL,Secondary,-32.10905514,115.8459137,78
Western Australia,BALGA SENIOR HIGH SCHOOL,Secondary,-31.85134146,115.8465042,74
Western Australia,WELLARD PRIMARY SCHOOL,Primary,-32.262238,115.846959,81
Western Australia,BRENTWOOD PRIMARY SCHOOL,Primary,-32.04149754,115.847177,94
Western Australia,MAJELLA CATHOLIC PRIMARY SCHOOL,Primary,-31.85601373,115.8477866,72
Western Australia,EMMANUEL CHRISTIAN COMMUNITY SCHOOL,Primary,-31.84620429,115.8482622,81
Western Australia,EMMANUEL CHRISTIAN COMMUNITY SCHOOL,Secondary,-31.84620429,115.8482622,90
Western Australia,ST GERARD'S PRIMARY SCHOOL,Primary,-31.869729,115.848544,79
Western Australia,HAMMOND PARK CATHOLIC PRIMARY SCHOOL,Primary,-32.17296139,115.8487346,77
Western Australia,OUR LADY OF LOURDES SCHOOL,Primary,-31.88782934,115.8488556,88
Western Australia,SUCCESS PRIMARY SCHOOL,Primary,-32.1525476,115.8495396,89
Western Australia,KYILLA PRIMARY SCHOOL,Primary,-31.91907193,115.851731,95
Western Australia,ROSEWORTH PRIMARY SCHOOL,Primary,-31.84063994,115.8524975,70
Western Australia,WEST LEEMING PRIMARY SCHOOL,Primary,-32.07026853,115.8551611,96
Western Australia,NORTH PERTH PRIMARY SCHOOL,Primary,-31.93042383,115.8560039,97
Western Australia,LEEMING SENIOR HIGH SCHOOL,Secondary,-32.07467304,115.8564902,98
Western Australia,JOHN SEPTIMUS ROE ANGLICAN COMMUNITY SCHOOL,Primary,-31.85936631,115.8567055,90
Western Australia,JOHN SEPTIMUS ROE ANGLICAN COMMUNITY SCHOOL,Secondary,-31.85936631,115.8567055,93
Western Australia,ST GEORGE'S ANGLICAN GRAMMAR SCHOOL,Secondary,-31.95409073,115.8570957,98
Western Australia,MERCY COLLEGE,Primary,-31.84725114,115.8575544,86
Western Australia,MERCY COLLEGE,Secondary,-31.84725114,115.8575544,90
Western Australia,COOLBINIA PRIMARY SCHOOL,Primary,-31.91309496,115.8590308,98
Western Australia,YOKINE PRIMARY SCHOOL,Primary,-31.900715,115.8593435,80
Western Australia,SOUTH PERTH PRIMARY SCHOOL,Primary,-31.9812379,115.8593816,94
Western Australia,ST COLUMBA'S CATHOLIC PRIMARY SCHOOL,Primary,-31.97839416,115.8600018,97
Western Australia,BULL CREEK PRIMARY SCHOOL,Primary,-32.06013661,115.8610064,98
Western Australia,COMO PRIMARY SCHOOL,Primary,-31.99709826,115.8613447,98
Western Australia,HONEYWOOD PRIMARY SCHOOL,Primary,-32.1965,115.86159,77
Western Australia,AQUINAS COLLEGE,Primary,-32.02617519,115.8617538,98
Western Australia,AQUINAS COLLEGE,Secondary,-32.02617519,115.8617538,96
Western Australia,KOONDOOLA PRIMARY SCHOOL,Primary,-31.83872675,115.8619753,70
Western Australia,CARMEL SCHOOL,Primary,-31.89910743,115.8620749,94
Western Australia,CARMEL SCHOOL,Secondary,-31.89910743,115.8620749,97
Western Australia,DRYANDRA PRIMARY SCHOOL,Primary,-31.85529627,115.8623522,73
Western Australia,AUBIN GROVE PRIMARY SCHOOL,Primary,-32.17306065,115.8623522,90
Western Australia,LANDSDALE PRIMARY SCHOOL,Primary,-31.80328614,115.8627751,89
Western Australia,LEEMING PRIMARY SCHOOL,Primary,-32.07551121,115.862877,96
Western Australia,ST PIUS X CATHOLIC SCHOOL,Primary,-32.01686406,115.8634264,91
Western Australia,ATWELL COLLEGE,Secondary,-32.14395682,115.8641462,83
Western Australia,ST PAUL'S PRIMARY SCHOOL,Primary,-31.92535899,115.8642209,96
Western Australia,HARMONY PRIMARY SCHOOL,Primary,-32.15122168,115.8645645,89
Western Australia,SUTHERLAND DIANELLA PRIMARY SCHOOL,Primary,-31.89361305,115.8646325,89
Western Australia,MANNING PRIMARY SCHOOL,Primary,-32.01527547,115.8650557,96
Western Australia,WESLEY COLLEGE,Primary,-31.97995555,115.865934,99
Western Australia,WESLEY COLLEGE,Secondary,-31.97995555,115.865934,98
Western Australia,DIANELLA HEIGHTS PRIMARY SCHOOL,Primary,-31.88273396,115.8661514,97
Western Australia,HIGHGATE PRIMARY SCHOOL,Primary,-31.94074584,115.8662509,94
Western Australia,PINJARRA PRIMARY SCHOOL,Primary,-32.628223,115.866421,75
Western Australia,ROSSMOYNE PRIMARY SCHOOL,Primary,-32.04061087,115.8667422,98
Western Australia,ALL SAINTS' COLLEGE,Primary,-32.04946998,115.867023,97
Western Australia,ALL SAINTS' COLLEGE,Secondary,-32.04946998,115.867023,99
Western Australia,MERCEDES COLLEGE,Secondary,-31.95623304,115.8670832,96
Western Australia,ATWELL PRIMARY SCHOOL,Primary,-32.13527555,115.867828,92
Western Australia,Western AustraliaDDINGTON PRIMARY SCHOOL,Primary,-31.84424333,115.8681525,72
Western Australia,SACRED HEART PRIMARY SCHOOL,Primary,-31.93732021,115.8682173,98
Western Australia,OBERTHUR PRIMARY SCHOOL,Primary,-32.05976013,115.8686381,100
Western Australia,MOUNT LAWLEY SENIOR HIGH SCHOOL,Secondary,-31.92122258,115.8697493,97
Western Australia,ALINJARRA PRIMARY SCHOOL,Primary,-31.82962571,115.8701402,76
Western Australia,ROSSMOYNE SENIOR HIGH SCHOOL,Secondary,-32.04626472,115.8705457,100
Western Australia,COMO SECONDARY COLLEGE,Secondary,-32.00366439,115.8711551,95
Western Australia,PENRHOS COLLEGE,Primary,-31.99743072,115.8725394,96
Western Australia,PENRHOS COLLEGE,Secondary,-31.99743072,115.8725394,97
Western Australia,PINJARRA SENIOR HIGH SCHOOL,Secondary,-32.63343063,115.8726662,77
Western Australia,OUR LADY'S ASSUMPTION SCHOOL,Primary,-31.8969369,115.8727036,90
Western Australia,COLLIER PRIMARY SCHOOL,Primary,-31.99132283,115.8732078,97
Western Australia,ST JOSEPH'S CATHOLIC PRIMARY SCHOOL,Primary,-32.6307843,115.8733555,73
Western Australia,BOYARE PRIMARY SCHOOL,Primary,-31.85724948,115.8734207,75
Western Australia,CURTIN PRIMARY SCHOOL,Primary,-32.00690937,115.8737611,86
Western Australia,ST ANDREW'S GRAMMAR,Primary,-31.87118268,115.8741054,93
Western Australia,ST ANDREW'S GRAMMAR,Secondary,-31.87118268,115.8741054,97
Western Australia,AUSTRALIAN ISLAMIC COLLEGE - NORTH OF THE RIVER,Primary,-31.90293601,115.8744467,95
Western Australia,CARNABY RISE PRIMARY SCHOOL,Primary,-31.81744,115.874989,79
Western Australia,BANKSIA PARK PRIMARY SCHOOL,Primary,-32.07166263,115.8754583,94
Western Australia,PERTH COLLEGE,Primary,-31.93117853,115.8754809,97
Western Australia,PERTH COLLEGE,Secondary,-31.93117853,115.8754809,99
Western Australia,MOUNT LAWLEY PRIMARY SCHOOL,Primary,-31.9257564,115.8764441,98
Western Australia,NORTH MORLEY PRIMARY SCHOOL,Primary,-31.87846471,115.878515,89
Western Australia,WILLETTON SENIOR HIGH SCHOOL,Secondary,-32.06131317,115.8792246,99
Western Australia,BURRENDAH PRIMARY SCHOOL,Primary,-32.05988334,115.8805782,99
Western Australia,ILLAWestern AustraliaRRA PRIMARY SCHOOL,Primary,-31.8289464,115.8817576,87
Western Australia,TRINITY COLLEGE,Secondary,-31.96013472,115.8825766,96
Western Australia,WILLETTON PRIMARY SCHOOL,Primary,-32.0491836,115.8826792,99
Western Australia,KENSINGTON PRIMARY SCHOOL,Primary,-31.98071268,115.8833484,97
Western Australia,MORLEY SENIOR HIGH SCHOOL,Secondary,-31.8737169,115.8836692,88
Western Australia,ST PETER'S PRIMARY SCHOOL,Primary,-31.91205537,115.8849241,98
Western Australia,SHELLEY PRIMARY SCHOOL,Primary,-32.03209413,115.8857593,98
Western Australia,WEST MORLEY PRIMARY SCHOOL,Primary,-31.89043143,115.8863854,92
Western Australia,INGLEWOOD PRIMARY SCHOOL,Primary,-31.91722662,115.8864466,97
Western Australia,REGENT COLLEGE,Primary,-31.97177194,115.889552,99
Western Australia,INFANT JESUS SCHOOL,Primary,-31.89329786,115.8895814,90
Western Australia,CAMBOON PRIMARY SCHOOL,Primary,-31.87744461,115.8910542,85
Western Australia,ST ANNE'S SCHOOL,Primary,-33.08300334,115.8913206,84
Western Australia,ORANA CATHOLIC PRIMARY SCHOOL,Primary,-32.04434376,115.8921767,96
Western Australia,VICTORIA PARK PRIMARY SCHOOL,Primary,-31.97137092,115.8922127,99
Western Australia,BALLAJURA PRIMARY SCHOOL,Primary,-31.83593382,115.892303,98
Western Australia,KENT STREET SENIOR HIGH SCHOOL,Secondary,-31.98570399,115.8926602,87
Western Australia,CLONTARF ABORIGINAL COLLEGE,Secondary,-32.01565323,115.8929678,72
Western Australia,CARNAMAH DISTRICT HIGH SCHOOL,Secondary,-29.68727976,115.893099,77
Western Australia,BALLAJURA COMMUNITY COLLEGE,Secondary,-31.84474671,115.8934345,85
Western Australia,CARCOOLA PRIMARY SCHOOL,Primary,-32.605769,115.893504,73
Western Australia,QUEEN OF APOSTLES SCHOOL,Primary,-32.02991532,115.8939911,95
Western Australia,HARVEY PRIMARY SCHOOL,Primary,-33.078014,115.895078,74
Western Australia,MORLEY PRIMARY SCHOOL,Primary,-31.89182974,115.8956006,86
Western Australia,MARY MACKILLOP CATHOLIC COMMUNITY PRIMARY SCHOOL,Primary,-31.84525179,115.8981415,89
Western Australia,ROSTRATA PRIMARY SCHOOL,Primary,-32.05119357,115.8981793,99
Western Australia,URSULA FRAYNE CATHOLIC COLLEGE,Primary,-31.97297817,115.8990335,93
Western Australia,URSULA FRAYNE CATHOLIC COLLEGE,Secondary,-31.97297817,115.8990335,95
Western Australia,RIVERTON PRIMARY SCHOOL,Primary,-32.03510531,115.9002281,95
Western Australia,CHISHOLM CATHOLIC COLLEGE,Secondary,-31.91151257,115.9005647,96
Western Australia,JOHN FORREST SECONDARY COLLEGE,Secondary,-31.90416352,115.90089,91
Western Australia,MILLEN PRIMARY SCHOOL,Primary,-31.99744377,115.9016519,87
Western Australia,HILLCREST PRIMARY SCHOOL,Primary,-31.90983465,115.9030701,84
Western Australia,YARLOOP PRIMARY SCHOOL,Primary,-32.96180388,115.9040424,82
Western Australia,MAYLANDS PENINSULA PRIMARY SCHOOL,Primary,-31.93257493,115.9046098,93
Western Australia,ST AUGUSTINE'S SCHOOL,Primary,-31.9598035,115.9062413,87
Western Australia,NORANDA PRIMARY SCHOOL,Primary,-31.87739706,115.9077996,85
Western Australia,HARVEY SENIOR HIGH SCHOOL,Secondary,-33.08407299,115.9079627,75
Western Australia,EAST VICTORIA PARK PRIMARY SCHOOL,Primary,-31.97884722,115.9080897,88
Western Australia,LATHLAIN PRIMARY SCHOOL,Primary,-31.96963317,115.9087559,87
Western Australia,EMBLETON PRIMARY SCHOOL,Primary,-31.90187965,115.909802,82
Western Australia,WELD SQUARE PRIMARY SCHOOL,Primary,-31.89096441,115.9098952,86
Western Australia,SOUTH BALLAJURA PRIMARY SCHOOL,Primary,-31.84972479,115.9102807,76
Western Australia,ST COLUMBA'S SCHOOL,Primary,-31.922883,115.910649,94
Western Australia,RANFORD PRIMARY SCHOOL,Primary,-32.09384295,115.9109302,97
Western Australia,AL-HIDAYAH ISLAMIC SCHOOL,Primary,-32.01035814,115.9115641,83
Western Australia,BENTLEY PRIMARY SCHOOL,Primary,-32.01035815,115.9115642,70
Western Australia,SANTA CLARA SCHOOL,Primary,-32.005938,115.911676,90
Western Australia,WILSON PRIMARY SCHOOL,Primary,-32.01777093,115.911727,89
Western Australia,BAYSWestern AustraliaTER PRIMARY SCHOOL,Primary,-31.92081606,115.9117733,95
